Date,State,Fips,Cases,Deaths
7/28/2020,North Carolina,37,116300,1847
7/28/2020,North Dakota,38,6145,104
7/28/2020,Northern Mariana Islands,69,40,2
7/28/2020,Ohio,39,86497,3382
7/28/2020,Oklahoma,40,33757,509
7/28/2020,Oregon,41,17419,305
7/28/2020,Pennsylvania,42,114129,7197
7/28/2020,Puerto Rico,72,15840,209
7/28/2020,Rhode Island,44,18725,1005
7/28/2020,South Carolina,45,84109,1565
7/28/2020,South Dakota,46,8492,123
7/28/2020,Tennessee,47,96318,988
7/28/2020,Texas,48,412849,6518
7/28/2020,Utah,49,38877,290
7/28/2020,Vermont,50,1405,56
7/28/2020,Virgin Islands,78,375,7
7/28/2020,Virginia,51,86994,2095
7/28/2020,Washington,53,56575,1632
7/28/2020,West Virginia,54,6173,111
7/28/2020,Wisconsin,55,54114,916
7/28/2020,Wyoming,56,2589,26
7/29/2020,Alabama,1,83782,1538
7/29/2020,Alaska,2,3440,20
7/29/2020,Arizona,4,168361,3470
7/29/2020,Arkansas,5,40968,434
7/29/2020,California,6,486039,8884
7/29/2020,Colorado,8,45885,1826
7/29/2020,Connecticut,9,49540,4425
7/29/2020,Delaware,10,14602,581
7/29/2020,District of Columbia,11,11999,584
7/29/2020,Florida,12,451415,6332
7/29/2020,Georgia,13,163547,3566
7/29/2020,Guam,66,1320,6
7/29/2020,Hawaii,15,1842,25
7/29/2020,Idaho,16,19810,176
7/29/2020,Illinois,17,176967,7661
7/29/2020,Indiana,18,65918,2932
7/29/2020,Iowa,19,43623,854
7/29/2020,Kansas,20,27177,349
7/29/2020,Kentucky,21,29479,746
7/29/2020,Louisiana,22,112887,3883
7/29/2020,Maine,23,3866,121
7/29/2020,Maryland,24,86846,3478
7/29/2020,Massachusetts,25,116684,8580
7/29/2020,Michigan,26,89026,6426
7/29/2020,Minnesota,27,52987,1629
7/29/2020,Mississippi,28,55804,1563
7/29/2020,Missouri,29,47683,1269
7/29/2020,Montana,30,3695,54
7/29/2020,Nebraska,31,25448,331
7/29/2020,Nevada,32,45937,782
7/29/2020,New Hampshire,33,6513,411
7/29/2020,New Jersey,34,182475,15798
7/29/2020,New Mexico,35,20136,632
7/29/2020,New York,36,418302,32342
7/29/2020,North Carolina,37,118027,1889
7/29/2020,North Dakota,38,6231,106
7/29/2020,Northern Mariana Islands,69,40,2
7/29/2020,Ohio,39,87893,3422
7/29/2020,Oklahoma,40,34605,523
7/29/2020,Oregon,41,17805,313
7/29/2020,Pennsylvania,42,114984,7219
7/29/2020,Puerto Rico,72,16061,211
7/29/2020,Rhode Island,44,18800,1007
7/29/2020,South Carolina,45,85846,1615
7/29/2020,South Dakota,46,8641,129
7/29/2020,Tennessee,47,98145,1008
7/29/2020,Texas,48,421891,6834
7/29/2020,Utah,49,39339,297
7/29/2020,Vermont,50,1406,56
7/29/2020,Virgin Islands,78,385,8
7/29/2020,Virginia,51,87993,2125
7/29/2020,Washington,53,57299,1642
7/29/2020,West Virginia,54,6326,112
7/29/2020,Wisconsin,55,55119,920
7/29/2020,Wyoming,56,2628,26
7/30/2020,Alabama,1,85762,1565
7/30/2020,Alaska,2,3557,21
7/30/2020,Arizona,4,170905,3628
7/30/2020,Arkansas,5,41759,442
7/30/2020,California,6,494269,9009
7/30/2020,Colorado,8,46338,1826
7/30/2020,Connecticut,9,49670,4431
7/30/2020,Delaware,10,14689,581
7/30/2020,District of Columbia,11,12057,584
7/30/2020,Florida,12,461371,6585
7/30/2020,Georgia,13,167545,3596
7/30/2020,Guam,66,1323,6
7/30/2020,Hawaii,15,1966,25
7/30/2020,Idaho,16,20378,180
7/30/2020,Illinois,17,178832,7677
7/30/2020,Indiana,18,66883,2946
7/30/2020,Iowa,19,44285,865
7/30/2020,Kansas,20,27244,357
7/30/2020,Kentucky,21,30132,748
7/30/2020,Louisiana,22,114595,3925
7/30/2020,Maine,23,3888,122
7/30/2020,Maryland,24,87740,3488
7/30/2020,Massachusetts,25,117098,8595
7/30/2020,Michigan,26,89926,6446
7/30/2020,Minnesota,27,53732,1634
7/30/2020,Mississippi,28,57579,1611
7/30/2020,Missouri,29,49671,1288
7/30/2020,Montana,30,3829,55
7/30/2020,Nebraska,31,25766,333
7/30/2020,Nevada,32,47034,805
7/30/2020,New Hampshire,33,6544,415
7/30/2020,New Jersey,34,182845,15809
7/30/2020,New Mexico,35,20388,635
7/30/2020,New York,36,419081,32362
7/30/2020,North Carolina,37,120391,1929
7/30/2020,North Dakota,38,6305,107
7/30/2020,Northern Mariana Islands,69,42,2
7/30/2020,Ohio,39,89626,3442
7/30/2020,Oklahoma,40,35710,536
7/30/2020,Oregon,41,18166,318
7/30/2020,Pennsylvania,42,115853,7248
7/30/2020,Puerto Rico,72,16572,214
7/30/2020,Rhode Island,44,18950,1007
7/30/2020,South Carolina,45,87572,1667
7/30/2020,South Dakota,46,8685,129
7/30/2020,Tennessee,47,100166,1022
7/30/2020,Texas,48,432134,6987
7/30/2020,Utah,49,39714,303
7/30/2020,Vermont,50,1407,57
7/30/2020,Virgin Islands,78,385,8
7/30/2020,Virginia,51,88904,2141
7/30/2020,Washington,53,58099,1652
7/30/2020,West Virginia,54,6422,115
7/30/2020,Wisconsin,55,56111,928
7/30/2020,Wyoming,56,2686,26
7/31/2020,Alabama,1,87723,1580
7/31/2020,Alaska,2,3675,21
7/31/2020,Arizona,4,174108,3695
7/31/2020,Arkansas,5,42511,453
7/31/2020,California,6,502273,9222
7/31/2020,Colorado,8,46948,1841
7/31/2020,Connecticut,9,49810,4432
7/31/2020,Delaware,10,14788,585
7/31/2020,District of Columbia,11,12126,585
7/31/2020,Florida,12,470378,6842
7/31/2020,Georgia,13,171342,3674
7/31/2020,Guam,66,1325,6
7/31/2020,Hawaii,15,2088,25
7/31/2020,Idaho,16,20853,193
7/31/2020,Illinois,17,180701,7703
7/31/2020,Indiana,18,67800,2965
7/31/2020,Iowa,19,44753,872
7/31/2020,Kansas,20,28121,358
7/31/2020,Kentucky,21,30981,753
7/31/2020,Louisiana,22,116394,3949
7/31/2020,Maine,23,3912,123
7/31/2020,Maryland,24,88907,3493
7/31/2020,Massachusetts,25,117612,8609
7/31/2020,Michigan,26,90752,6453
7/31/2020,Minnesota,27,54503,1640
7/31/2020,Mississippi,28,58747,1663
7/31/2020,Missouri,29,51074,1305
7/31/2020,Montana,30,3977,60
7/31/2020,Nebraska,31,26211,338
7/31/2020,Nevada,32,48142,831
7/31/2020,New Hampshire,33,6583,415
7/31/2020,New Jersey,34,183535,15819
7/31/2020,New Mexico,35,20600,642
7/31/2020,New York,36,419723,32372
7/31/2020,North Carolina,37,122370,1947
7/31/2020,North Dakota,38,6473,107
7/31/2020,Northern Mariana Islands,69,42,2
7/31/2020,Ohio,39,91159,3489
7/31/2020,Oklahoma,40,36456,541
7/31/2020,Oregon,41,18510,325
7/31/2020,Pennsylvania,42,116787,7261
7/31/2020,Puerto Rico,72,16781,219
7/31/2020,Rhode Island,44,19022,1007
7/31/2020,South Carolina,45,89016,1712
7/31/2020,South Dakota,46,8764,130
7/31/2020,Tennessee,47,103144,1047
7/31/2020,Texas,48,443090,7273
7/31/2020,Utah,49,40258,308
7/31/2020,Vermont,50,1414,57
7/31/2020,Virgin Islands,78,406,8
7/31/2020,Virginia,51,89888,2174
7/31/2020,Washington,53,58725,1653
7/31/2020,West Virginia,54,6642,116
7/31/2020,Wisconsin,55,57020,943
7/31/2020,Wyoming,56,2726,26
8/1/2020,Alabama,1,89349,1603
8/1/2020,Alaska,2,3825,22
8/1/2020,Arizona,4,177019,3753
8/1/2020,Arkansas,5,43173,458
8/1/2020,California,6,509507,9365
8/1/2020,Colorado,8,47357,1846
8/1/2020,Connecticut,9,49810,4432
8/1/2020,Delaware,10,14877,585
8/1/2020,District of Columbia,11,12205,585
8/1/2020,Florida,12,480020,7021
8/1/2020,Georgia,13,174834,3744
8/1/2020,Guam,66,1328,6
8/1/2020,Hawaii,15,2174,25
8/1/2020,Idaho,16,21231,197
8/1/2020,Illinois,17,182232,7707
8/1/2020,Indiana,18,68773,2971
8/1/2020,Iowa,19,45293,874
8/1/2020,Kansas,20,28147,358
8/1/2020,Kentucky,21,31612,758
8/1/2020,Louisiana,22,116394,3949
8/1/2020,Maine,23,3937,123
8/1/2020,Maryland,24,89925,3506
8/1/2020,Massachusetts,25,118040,8626
8/1/2020,Michigan,26,91450,6460
8/1/2020,Minnesota,27,55228,1646
8/1/2020,Mississippi,28,59881,1693
8/1/2020,Missouri,29,52012,1311
8/1/2020,Montana,30,4081,61
8/1/2020,Nebraska,31,26391,338
8/1/2020,Nevada,32,49207,832
8/1/2020,New Hampshire,33,6613,416
8/1/2020,New Jersey,34,183904,15830
8/1/2020,New Mexico,35,20796,651
8/1/2020,New York,36,420477,32390
8/1/2020,North Carolina,37,124015,1989
8/1/2020,North Dakota,38,6606,107
8/1/2020,Northern Mariana Islands,69,44,2
8/1/2020,Ohio,39,92087,3515
8/1/2020,Oklahoma,40,37706,549
8/1/2020,Oregon,41,18817,329
8/1/2020,Pennsylvania,42,117468,7270
8/1/2020,Puerto Rico,72,17872,225
8/1/2020,Rhode Island,44,19022,1007
8/1/2020,South Carolina,45,90599,1751
8/1/2020,South Dakota,46,8867,134
8/1/2020,Tennessee,47,105455,1056
8/1/2020,Texas,48,448224,7477
8/1/2020,Utah,49,40754,312
8/1/2020,Vermont,50,1421,57
8/1/2020,Virgin Islands,78,421,8
8/1/2020,Virginia,51,90801,2215
8/1/2020,Washington,53,59648,1675
8/1/2020,West Virginia,54,6735,116
8/1/2020,Wisconsin,55,58064,955
8/1/2020,Wyoming,56,2769,26
8/2/2020,Alabama,1,91444,1627
8/2/2020,Alaska,2,3982,22
8/2/2020,Arizona,4,178473,3769
8/2/2020,Arkansas,5,43810,464
8/2/2020,California,6,515937,9399
8/2/2020,Colorado,8,47799,1846
8/2/2020,Connecticut,9,49810,4432
8/2/2020,Delaware,10,14949,585
8/2/2020,District of Columbia,11,12274,586
8/2/2020,Florida,12,487124,7083
8/2/2020,Georgia,13,177556,3758
8/2/2020,Guam,66,1328,6
8/2/2020,Hawaii,15,2219,25
8/2/2020,Idaho,16,21465,197
8/2/2020,Illinois,17,183714,7718
8/2/2020,Indiana,18,69531,2975
8/2/2020,Iowa,19,45723,878
8/2/2020,Kansas,20,28341,361
8/2/2020,Kentucky,21,31966,759
8/2/2020,Louisiana,22,119861,4007
8/2/2020,Maine,23,3958,123
8/2/2020,Maryland,24,90835,3515
8/2/2020,Massachusetts,25,118458,8638
8/2/2020,Michigan,26,91857,6460
8/2/2020,Minnesota,27,55987,1654
8/2/2020,Mississippi,28,60553,1703
8/2/2020,Missouri,29,52577,1311
8/2/2020,Montana,30,4193,61
8/2/2020,Nebraska,31,26702,338
8/2/2020,Nevada,32,50270,833
8/2/2020,New Hampshire,33,6634,417
8/2/2020,New Jersey,34,184225,15836
8/2/2020,New Mexico,35,21016,654
8/2/2020,New York,36,421008,32401
8/2/2020,North Carolina,37,125281,1996
8/2/2020,North Dakota,38,6664,109
8/2/2020,Northern Mariana Islands,69,45,2
8/2/2020,Ohio,39,93031,3529
8/2/2020,Oklahoma,40,38201,550
8/2/2020,Oregon,41,19097,331
8/2/2020,Pennsylvania,42,118038,7274
8/2/2020,Puerto Rico,72,18411,230
8/2/2020,Rhode Island,44,19022,1007
8/2/2020,South Carolina,45,91788,1777
8/2/2020,South Dakota,46,8955,135
8/2/2020,Tennessee,47,106804,1062
8/2/2020,Texas,48,454759,7520
8/2/2020,Utah,49,41175,313
8/2/2020,Vermont,50,1426,57
8/2/2020,Virgin Islands,78,421,8
8/2/2020,Virginia,51,91782,2218
8/2/2020,Washington,53,60160,1679
8/2/2020,West Virginia,54,6854,117
8/2/2020,Wisconsin,55,58990,956
8/2/2020,Wyoming,56,2808,26
8/3/2020,Alabama,1,92661,1633
8/3/2020,Alaska,2,4062,23
8/3/2020,Arizona,4,179506,3785
8/3/2020,Arkansas,5,44597,475
8/3/2020,California,6,522235,9500
8/3/2020,Colorado,8,48119,1849
8/3/2020,Connecticut,9,50062,4437
8/3/2020,Delaware,10,15055,585
8/3/2020,District of Columbia,11,12313,586
8/3/2020,Florida,12,491876,7156
8/3/2020,Georgia,13,179510,3760
8/3/2020,Guam,66,1337,6
8/3/2020,Hawaii,15,2425,25
8/3/2020,Idaho,16,21838,202
8/3/2020,Illinois,17,185238,7728
8/3/2020,Indiana,18,70111,2980
8/3/2020,Iowa,19,45905,884
8/3/2020,Kansas,20,29200,366
8/3/2020,Kentucky,21,32500,762
8/3/2020,Louisiana,22,120960,4024
8/3/2020,Maine,23,3970,124
8/3/2020,Maryland,24,91705,3523
8/3/2020,Massachusetts,25,118657,8648
8/3/2020,Michigan,26,92503,6470
8/3/2020,Minnesota,27,56600,1656
8/3/2020,Mississippi,28,61125,1711
8/3/2020,Missouri,29,53676,1316
8/3/2020,Montana,30,4249,64
8/3/2020,Nebraska,31,26956,334
8/3/2020,Nevada,32,51236,847
8/3/2020,New Hampshire,33,6660,417
8/3/2020,New Jersey,34,184489,15846
8/3/2020,New Mexico,35,21130,655
8/3/2020,New York,36,421550,32413
8/3/2020,North Carolina,37,126748,2013
8/3/2020,North Dakota,38,6789,109
8/3/2020,Northern Mariana Islands,69,46,2
8/3/2020,Ohio,39,93963,3539
8/3/2020,Oklahoma,40,38586,551
8/3/2020,Oregon,41,19395,334
8/3/2020,Pennsylvania,42,118937,7276
8/3/2020,Puerto Rico,72,18791,230
8/3/2020,Rhode Island,44,19246,1010
8/3/2020,South Carolina,45,92951,1793
8/3/2020,South Dakota,46,9020,135
8/3/2020,Tennessee,47,107900,1078
8/3/2020,Texas,48,463541,7697
8/3/2020,Utah,49,41571,317
8/3/2020,Vermont,50,1427,57
8/3/2020,Virgin Islands,78,439,8
8/3/2020,Virginia,51,93106,2218
8/3/2020,Washington,53,61011,1684
8/3/2020,West Virginia,54,6973,117
8/3/2020,Wisconsin,55,59471,960
8/3/2020,Wyoming,56,2848,27
8/4/2020,Alabama,1,93702,1666
8/4/2020,Alaska,2,4123,23
8/4/2020,Arizona,4,180537,3850
8/4/2020,Arkansas,5,45381,490
8/4/2020,California,6,527258,9696
8/4/2020,Colorado,8,48492,1855
8/4/2020,Connecticut,9,50110,4437
8/4/2020,Delaware,10,15137,587
8/4/2020,District of Columbia,11,12398,587
8/4/2020,Florida,12,497322,7401
8/4/2020,Georgia,13,182462,3835
8/4/2020,Guam,66,1344,6
8/4/2020,Hawaii,15,2568,26
8/4/2020,Idaho,16,22357,214
8/4/2020,Illinois,17,186598,7747
8/4/2020,Indiana,18,70944,2996
8/4/2020,Iowa,19,46231,888
8/4/2020,Kansas,20,29259,367
8/4/2020,Kentucky,21,33209,769
8/4/2020,Louisiana,22,124575,4051
8/4/2020,Maine,23,3975,123
8/4/2020,Maryland,24,92416,3530
8/4/2020,Massachusetts,25,119203,8657
8/4/2020,Michigan,26,93293,6474
8/4/2020,Minnesota,27,57202,1660
8/4/2020,Mississippi,28,62199,1753
8/4/2020,Missouri,29,54890,1330
8/4/2020,Montana,30,4360,64
8/4/2020,Nebraska,31,27178,339
8/4/2020,Nevada,32,52256,862
8/4/2020,New Hampshire,33,6693,418
8/4/2020,New Jersey,34,184845,15857
8/4/2020,New Mexico,35,21340,658
8/4/2020,New York,36,422296,32422
8/4/2020,North Carolina,37,128236,2038
8/4/2020,North Dakota,38,6937,111
8/4/2020,Northern Mariana Islands,69,46,2
8/4/2020,Ohio,39,95106,3570
8/4/2020,Oklahoma,40,39452,566
8/4/2020,Oregon,41,19700,336
8/4/2020,Pennsylvania,42,119765,7296
8/4/2020,Puerto Rico,72,19324,237
8/4/2020,Rhode Island,44,19390,1011
8/4/2020,South Carolina,45,94190,1847
8/4/2020,South Dakota,46,9079,136
8/4/2020,Tennessee,47,109652,1103
8/4/2020,Texas,48,473105,7951
8/4/2020,Utah,49,42018,324
8/4/2020,Vermont,50,1431,57
8/4/2020,Virgin Islands,78,463,8
8/4/2020,Virginia,51,94251,2244
8/4/2020,Washington,53,61828,1705
8/4/2020,West Virginia,54,7051,124
8/4/2020,Wisconsin,55,60263,970
8/4/2020,Wyoming,56,2884,27
8/5/2020,Alabama,1,94654,1695
8/5/2020,Alaska,2,4181,23
8/5/2020,Arizona,4,182230,3933
8/5/2020,Arkansas,5,46293,508
8/5/2020,California,6,532776,9866
8/5/2020,Colorado,8,49143,1857
8/5/2020,Connecticut,9,50225,4437
8/5/2020,Delaware,10,15296,587
8/5/2020,District of Columbia,11,12443,587
8/5/2020,Florida,12,502731,7626
8/5/2020,Georgia,13,186395,3899
8/5/2020,Guam,66,1358,6
8/5/2020,Hawaii,15,2740,26
8/5/2020,Idaho,16,22854,218
8/5/2020,Illinois,17,188474,7776
8/5/2020,Indiana,18,71685,3007
8/5/2020,Iowa,19,46836,900
8/5/2020,Kansas,20,30047,371
8/5/2020,Kentucky,21,33823,771
8/5/2020,Louisiana,22,126061,4096
8/5/2020,Maine,23,3992,124
8/5/2020,Maryland,24,93000,3536
8/5/2020,Massachusetts,25,119643,8659
8/5/2020,Michigan,26,94045,6480
8/5/2020,Minnesota,27,57820,1670
8/5/2020,Mississippi,28,63444,1804
8/5/2020,Missouri,29,55951,1337
8/5/2020,Montana,30,4481,65
8/5/2020,Nebraska,31,27489,342
8/5/2020,Nevada,32,52919,891
8/5/2020,New Hampshire,33,6719,418
8/5/2020,New Jersey,34,185180,15842
8/5/2020,New Mexico,35,21566,667
8/5/2020,New York,36,422935,32431
8/5/2020,North Carolina,37,129454,2079
8/5/2020,North Dakota,38,7061,112
8/5/2020,Northern Mariana Islands,69,46,2
8/5/2020,Ohio,39,96305,3596
8/5/2020,Oklahoma,40,40555,583
8/5/2020,Oregon,41,19979,342
8/5/2020,Pennsylvania,42,120492,7310
8/5/2020,Puerto Rico,72,19651,246
8/5/2020,Rhode Island,44,19481,1012
8/5/2020,South Carolina,45,95472,1894
8/5/2020,South Dakota,46,9168,137
8/5/2020,Tennessee,47,111305,1130
8/5/2020,Texas,48,482467,8152
8/5/2020,Utah,49,42478,330
8/5/2020,Vermont,50,1436,57
8/5/2020,Virgin Islands,78,501,9
8/5/2020,Virginia,51,95049,2274
8/5/2020,Washington,53,62389,1704
8/5/2020,West Virginia,54,7159,124
8/5/2020,Wisconsin,55,61247,979
8/5/2020,Wyoming,56,2923,27
8/6/2020,Alabama,1,96592,1714
8/6/2020,Alaska,2,4221,23
8/6/2020,Arizona,4,183744,4005
8/6/2020,Arkansas,5,47028,515
8/6/2020,California,6,541013,10014
8/6/2020,Colorado,8,49633,1857
8/6/2020,Connecticut,9,50245,4437
8/6/2020,Delaware,10,15365,587
8/6/2020,District of Columbia,11,12518,587
8/6/2020,Florida,12,510381,7746
8/6/2020,Georgia,13,189300,3942
8/6/2020,Guam,66,1366,6
8/6/2020,Hawaii,15,2891,28
8/6/2020,Idaho,16,23510,227
8/6/2020,Illinois,17,190465,7796
8/6/2020,Indiana,18,72741,3013
8/6/2020,Iowa,19,47559,912
8/6/2020,Kansas,20,30153,376
8/6/2020,Kentucky,21,34435,780
8/6/2020,Louisiana,22,127364,4146
8/6/2020,Maine,23,3997,124
8/6/2020,Maryland,24,93598,3551
8/6/2020,Massachusetts,25,119874,8691
8/6/2020,Michigan,26,94819,6508
8/6/2020,Minnesota,27,58681,1677
8/6/2020,Mississippi,28,64400,1825
8/6/2020,Missouri,29,57175,1349
8/6/2020,Montana,30,4621,66
8/6/2020,Nebraska,31,27821,347
8/6/2020,Nevada,32,53705,901
8/6/2020,New Hampshire,33,6742,419
8/6/2020,New Jersey,34,185554,15849
8/6/2020,New Mexico,35,21773,669
8/6/2020,New York,36,423629,32329
8/6/2020,North Carolina,37,131478,2122
8/6/2020,North Dakota,38,7181,113
8/6/2020,Northern Mariana Islands,69,47,2
8/6/2020,Ohio,39,97471,3618
8/6/2020,Oklahoma,40,41395,593
8/6/2020,Oregon,41,20250,343
8/6/2020,Pennsylvania,42,121294,7340
8/6/2020,Puerto Rico,72,19934,258
8/6/2020,Rhode Island,44,19611,1014
8/6/2020,South Carolina,45,96797,1943
8/6/2020,South Dakota,46,9273,141
8/6/2020,Tennessee,47,113519,1170
8/6/2020,Texas,48,490102,8400
8/6/2020,Utah,49,43032,332
8/6/2020,Vermont,50,1445,58
8/6/2020,Virgin Islands,78,522,9
8/6/2020,Virginia,51,95867,2299
8/6/2020,Washington,53,63056,1715
8/6/2020,West Virginia,54,7277,124
8/6/2020,Wisconsin,55,62139,988
8/6/2020,Wyoming,56,2958,27
8/7/2020,Alabama,1,98301,1735
8/7/2020,Alaska,2,4286,23
8/7/2020,Arizona,4,185104,4085
8/7/2020,Arkansas,5,48039,521
8/7/2020,California,6,548142,10197
8/7/2020,Colorado,8,50081,1862
8/7/2020,Connecticut,9,50320,4441
8/7/2020,Delaware,10,15445,588
8/7/2020,District of Columbia,11,12589,589
8/7/2020,Florida,12,518067,7926
8/7/2020,Georgia,13,193276,4029
8/7/2020,Guam,66,1380,6
8/7/2020,Hawaii,15,3092,30
8/7/2020,Idaho,16,24073,231
8/7/2020,Illinois,17,192482,7833
8/7/2020,Indiana,18,73986,3023
8/7/2020,Iowa,19,47920,915
8/7/2020,Kansas,20,30966,380
8/7/2020,Kentucky,21,35147,785
8/7/2020,Louisiana,22,128864,4207
8/7/2020,Maine,23,4014,124
8/7/2020,Maryland,24,94395,3565
8/7/2020,Massachusetts,25,120291,8709
8/7/2020,Michigan,26,95632,6527
8/7/2020,Minnesota,27,59226,1681
8/7/2020,Mississippi,28,65436,1848
8/7/2020,Missouri,29,58321,1374
8/7/2020,Montana,30,4771,71
8/7/2020,Nebraska,31,28104,352
8/7/2020,Nevada,32,54633,920
8/7/2020,New Hampshire,33,6779,419
8/7/2020,New Jersey,34,185914,15860
8/7/2020,New Mexico,35,21965,675
8/7/2020,New York,36,424349,32336
8/7/2020,North Carolina,37,133033,2160
8/7/2020,North Dakota,38,7331,114
8/7/2020,Northern Mariana Islands,69,47,2
8/7/2020,Ohio,39,98675,3652
8/7/2020,Oklahoma,40,42234,600
8/7/2020,Oregon,41,20658,351
8/7/2020,Pennsylvania,42,122078,7360
8/7/2020,Puerto Rico,72,20686,265
8/7/2020,Rhode Island,44,19738,1014
8/7/2020,South Carolina,45,98219,1962
8/7/2020,South Dakota,46,9371,144
8/7/2020,Tennessee,47,115940,1190
8/7/2020,Texas,48,498266,8680
8/7/2020,Utah,49,43530,337
8/7/2020,Vermont,50,1448,58
8/7/2020,Virgin Islands,78,528,9
8/7/2020,Virginia,51,97882,2317
8/7/2020,Washington,53,63975,1743
8/7/2020,West Virginia,54,7433,127
8/7/2020,Wisconsin,55,63256,1001
8/7/2020,Wyoming,56,3000,28
8/8/2020,Alabama,1,100173,1755
8/8/2020,Alaska,2,4371,24
8/8/2020,Arizona,4,186226,4140
8/8/2020,Arkansas,5,48811,535
8/8/2020,California,6,556158,10299
8/8/2020,Colorado,8,50491,1862
8/8/2020,Connecticut,9,50320,4441
8/8/2020,Delaware,10,15502,590
8/8/2020,District of Columbia,11,12653,590
8/8/2020,Florida,12,526569,8108
8/8/2020,Georgia,13,197308,4095
8/8/2020,Guam,66,1381,6
8/8/2020,Hawaii,15,3323,30
8/8/2020,Idaho,16,24593,236
8/8/2020,Illinois,17,194531,7846
8/8/2020,Indiana,18,75025,3036
8/8/2020,Iowa,19,48311,926
8/8/2020,Kansas,20,30992,380
8/8/2020,Kentucky,21,35986,790
8/8/2020,Louisiana,22,128864,4207
8/8/2020,Maine,23,4026,125
8/8/2020,Maryland,24,95157,3577
8/8/2020,Massachusetts,25,120711,8721
8/8/2020,Michigan,26,96328,6521
8/8/2020,Minnesota,27,60142,1689
8/8/2020,Mississippi,28,66646,1874
8/8/2020,Missouri,29,58710,1381
8/8/2020,Montana,30,4889,75
8/8/2020,Nebraska,31,28245,353
8/8/2020,Nevada,32,55481,949
8/8/2020,New Hampshire,33,6818,419
8/8/2020,New Jersey,34,186282,15869
8/8/2020,New Mexico,35,22115,681
8/8/2020,New York,36,425055,32345
8/8/2020,North Carolina,37,134915,2184
8/8/2020,North Dakota,38,7512,116
8/8/2020,Northern Mariana Islands,69,48,2
8/8/2020,Ohio,39,99969,3668
8/8/2020,Oklahoma,40,43070,603
8/8/2020,Oregon,41,21011,358
8/8/2020,Pennsylvania,42,122666,7372
8/8/2020,Puerto Rico,72,21424,274
8/8/2020,Rhode Island,44,19738,1014
8/8/2020,South Carolina,45,99460,2007
8/8/2020,South Dakota,46,9477,146
8/8/2020,Tennessee,47,117725,1201
8/8/2020,Texas,48,504605,8885
8/8/2020,Utah,49,43821,336
8/8/2020,Vermont,50,1454,58
8/8/2020,Virgin Islands,78,528,9
8/8/2020,Virginia,51,99189,2322
8/8/2020,Washington,53,64346,1751
8/8/2020,West Virginia,54,7563,131
8/8/2020,Wisconsin,55,64231,1007
8/8/2020,Wyoming,56,3013,28
8/9/2020,Alabama,1,101334,1768
8/9/2020,Alaska,2,4471,24
8/9/2020,Arizona,4,187086,4152
8/9/2020,Arkansas,5,49383,544
8/9/2020,California,6,563244,10365
8/9/2020,Colorado,8,50799,1863
8/9/2020,Connecticut,9,50320,4441
8/9/2020,Delaware,10,15575,591
8/9/2020,District of Columbia,11,12753,591
8/9/2020,Florida,12,532798,8185
8/9/2020,Georgia,13,200147,4108
8/9/2020,Guam,66,1381,6
8/9/2020,Hawaii,15,3475,30
8/9/2020,Idaho,16,24797,237
8/9/2020,Illinois,17,195897,7852
8/9/2020,Indiana,18,76071,3041
8/9/2020,Iowa,19,48919,931
8/9/2020,Kansas,20,31145,380
8/9/2020,Kentucky,21,36316,790
8/9/2020,Louisiana,22,131517,4263
8/9/2020,Maine,23,4042,125
8/9/2020,Maryland,24,96065,3585
8/9/2020,Massachusetts,25,121040,8735
8/9/2020,Michigan,26,96835,6520
8/9/2020,Minnesota,27,60939,1698
8/9/2020,Mississippi,28,67173,1896
8/9/2020,Missouri,29,59895,1386
8/9/2020,Montana,30,4952,75
8/9/2020,Nebraska,31,28432,353
8/9/2020,Nevada,32,56278,959
8/9/2020,New Hampshire,33,6831,419
8/9/2020,New Jersey,34,186626,15874
8/9/2020,New Mexico,35,22315,685
8/9/2020,New York,36,425568,32354
8/9/2020,North Carolina,37,136250,2195
8/9/2020,North Dakota,38,7600,116
8/9/2020,Northern Mariana Islands,69,48,2
8/9/2020,Ohio,39,100848,3669
8/9/2020,Oklahoma,40,43561,603
8/9/2020,Oregon,41,21272,359
8/9/2020,Pennsylvania,42,123312,7374
8/9/2020,Puerto Rico,72,22121,279
8/9/2020,Rhode Island,44,19738,1014
8/9/2020,South Carolina,45,100435,2031
8/9/2020,South Dakota,46,9605,146
8/9/2020,Tennessee,47,119788,1209
8/9/2020,Texas,48,510392,8984
8/9/2020,Utah,49,44130,337
8/9/2020,Vermont,50,1459,58
8/9/2020,Virgin Islands,78,547,9
8/9/2020,Virginia,51,100086,2326
8/9/2020,Washington,53,65248,1773
8/9/2020,West Virginia,54,7694,139
8/9/2020,Wisconsin,55,64835,1009
8/9/2020,Wyoming,56,3050,28
8/10/2020,Alabama,1,103020,1797
8/10/2020,Alaska,2,4537,24
8/10/2020,Arizona,4,187634,4157
8/10/2020,Arkansas,5,50028,555
8/10/2020,California,6,574267,10460
8/10/2020,Colorado,8,51104,1868
8/10/2020,Connecticut,9,50567,4444
8/10/2020,Delaware,10,15634,591
8/10/2020,District of Columbia,11,12807,591
8/10/2020,Florida,12,536953,8276
8/10/2020,Georgia,13,202276,4138
8/10/2020,Guam,66,1387,6
8/10/2020,Hawaii,15,3615,33
8/10/2020,Idaho,16,25267,239
8/10/2020,Illinois,17,197326,7854
8/10/2020,Indiana,18,76734,3044
